no,kategori,subkategori,location/city,nama,deskripsi,address,contact,url,lat,lng
1559,Sponsor,Tekstil,-,CV. Dua Putra Petir,"Besibajasurabaya.com | CV. Dua Putra Petir merupakan supplier besi baja Terlengkap di Surabaya. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email.",,,,,
1560,Sponsor,Tekstil,-,CV. Dua Putra Petir,"CV. Dua Putra Petir merupakan supplier besi beton & bahan bangunan Terlengkap di Surabaya. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email.",,,,,
1561,Sponsor,Tekstil,-,CV. Dua Putra Petir,"Pusatbajaindonesia.com | CV. Dua Putra Petir merupakan pusat supplier besi baja Terlengkap di Indonesia. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email.",,,,,
1562,Sponsor,Tekstil,-,CV. Sinar Gemilang,"Perkenalkan Kami dari
TOKO SINAR GEMILANG
(SPESIALIS PACKING GASKET) kami menjual produk segala jenis Packing Gasket dan Kebutuhan Industri seperti Klingerit packing tombo type, 1000 , 1303, 1100, 1935, 1120, 1995 dll, Packing Valqua type 1500, 1501Ac, 6500 dll, Packing gabus karet, Packing klinge",,,,,
1563,Sponsor,Tekstil,-,PT. MANGGALA ARTHA INDONESIA,"Kami adalah perusahaan Distributor, Agen atau Stokis yang bergerak dibidang penjualan dan jasa untuk alat-alat listrik Tegangan Rendah maupun Tegangan Menengah. Produk yang kami jual merupakan barang baru & garansi resmi dari pabrikan TRAFINDO, MASTERGREEN, SCHNEIDER, SIEMENS, CENTRADO, FORT, HIM",,,,,
1564,Sponsor,Tekstil,-,PT. Kaltim Jaya Makmur,"SUDAH MELAYANI SEJAK 2005.. TERLENGKAP, TERBESAR, TERBAIK & TERPERCAYA DALAM PERDAGANGAN BARANG & JASA KONSTRUKSI KALTIMTARATENGSEL 

WAKTU PELAYANAN :
HARI : SENIN - JUM'AT 
JAM : 08:00 - 17:00 WITA

HATI - HATI PENIPUAN MENGATAS- NAMAKAN PT. KALTIM JAYA MAKMUR
KONFIRMASI 24 JAM SETIAP HARI.",,,,,
1565,Sponsor,Tekstil,-,PT. Dwi Filter Jaya,"Selamat Datang di PT DWI FILTER JAYA,
Kami merupakan Perusahaan yang berdiri sejak tahun 1994 bergerak dalam industri Filter Udara, Filter Vakum, Filter Cair, Filter Hidrolik, Filter Oli, Filter Strainer, dan lainnya.
Temukan berbagai produk terbaik kami dengan Kualitas dan Harga Terbaik.
Merusak",,,,,
1566,Sponsor,Tekstil,-,PT. BEN GOLAN BERKARYA,"Selamat datang di website resmi PT Ben Golan Berkarya, kami solusi lengkap untuk kebutuhan keselamatan di berbagai lingkungan kerja, termasuk proyek konstruksi, keamanan di lautan, dan keselamatan di jalan raya. Kami tidak hanya menyediakan perlengkapan keselamatan kerja yang terpercaya tetapi juga",,,,,
1567,Sponsor,Tekstil,-,PT. Sukses Mulia Seimbang,Perusahaan kami adalah IMPORTIR langsung dari pabrik di China sehingga produk yang kami sediakan berkualitas tentunya dengan harga yang kompetitif.,,,,,
1568,Sponsor,Tekstil,-,Subur Teknik Pratama,"Kami merupakan distributor dan spesialis untuk produk: Spiral Wound Gasket, Carbonized Fiber Packing, Expanded Graphite with wire packing, Aramid Fiber packing, Ramie Packing, Gasket Tombo, Gland packing, Asbestos PTFE packing, Ceramic Packing, Fiberglass Packing dan lainnya dengan harga terjangkau.",,,,,
1569,Sponsor,Tekstil,-,PT. Triputra Jaya Makmur,"Komitmen PT. TRIPUTRA JAYA MAKMUR untuk menyelesaikan setiap karya konstruksi yang telah dipercayakan tidak lepas dari peran setiap sumber daya manusia dalam melakukan perencanaan, pelaksanaan, pengendalian proyek dengan pendekatan manajemen dan metode konstruksi yang efektif, efisien serta memperha",,,,,
1570,Sponsor,Tekstil,-,Mulia Jaya Packing,"Kami adalah perusahaan yang bergerak dalam industri Pengadaan Barang & Jasa.
kami adalah MULIA JAYA PACKING (SPESIALIS GASKET), Kami menawarkan berbagai solusi produk yang dapat menunjang kegiatan usaha dan bisnis khususnya di Jabodetabek dan sekitarnya MULIA JAYA PACKING (SPESIALIS GASKET) .",,,,,
1571,Sponsor,Tekstil,-,PT. MAJU JAYA BERSAMA,"Perusahaan General Supplier & Distributor Trafo PLN dan Panel Listrik, Pembuat Panel, Bilik Panel, Panel LVMDP, Panel Capasitor Bank, Teknik (Mekanikal & Elektrikal), Kontraktor (Pasang Baru, Tambah Daya, Perbaikan/Pemeliharaan, Perizinan, SLO, Test Commissioning, dan Energize. Kami menjual trafo",,,,,
1572,Sponsor,Tekstil,-,PT. Indonesia Bersih Rapi,"Indonesiabersihrapi.com | Indonesia Bersih Rapi merupakan perusahaan yang menyediakan layanan jasa perawatan taman, kebersihan, office boy & girl terbaik. Cek aneka solusi layanan kami dan dapatkan penawaran spesial harga terjangkau melalui Customer Support melalui WhatsApp, Telepon atau Email.",,,,,
1573,Sponsor,Tekstil,-,PT. Maju Jaya Prima Perkasa,"Perusahaan General Supplier & Distributor Trafo PLN dan Panel Listrik, Pembuat Panel, Bilik Panel, Panel LVMDP, Panel Capasitor Bank, Teknik (Mekanikal & Elektrikal), Kontraktor (Pasang Baru, Tambah Daya, Perbaikan/Pemeliharaan, Perizinan, SLO, Test Commissioning, dan Energize. Kami menjual trafo",,,,,
1574,Sponsor,Tekstil,-,PT. PERLONINDO TEXTILE,"KAMI MENJUAL BAHAN TEKSTIL UNTUK GARMENT, KONFEKSI, FURNITURE (OUTDOOR / INDOOR), TAS DAN SEPATU. ANTARA LAIN: KAIN KANVAS MARSOTO, KANVAS POLYESTER UNTUK CUSHION, KANVAS SUBLIMASI , KANVAS KSVW DAN TCVW, KAIN DRILL TR, KAIN KATUN TWILL, KAIN PE TWILL , KAIN JALA KARET, TASLAN, KAIN WATERPROOF, KAIN",,,,,
1575,Sponsor,Tekstil,-,Dewata Gunasejahtera,"Dewata Gunasejahtera adalah pusat penjualan dan pembuatan berbagai jenis tenda terlengkap di Jakarta. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email.",,,,,
1576,Sponsor,Tekstil,-,PT. Terpalindo Mitra Niaga,PT. Terpalindo Mitra Niaga bergerak dalam bidang membran Aplikator di Jakarta. Khususnya dalam pembuatan Tenda Membrane/ Kanopi Membrane/Tensile Membrane/ Tension membran. Kami memiliki alat pendukung untuk apikasi Tenda Membrane dengan menggunakan Mesin High Frekuensi ( Alat khusus dalam aplika,,,,,
1577,Sponsor,Tekstil,-,CV. AGIS JAYA STEEL,"Salam sukses ,salam sejahterauntuk anda semuanya dimana pun berada,Perkenalkan kami:  atas berdirinya perusahaan UKM dengan nama                  CV.AGIS JAYA STEEL pertama mari kita panjatkan puji dan syukur kepada tuhan yang maha esa, Dengan ini kami sampaikan bahwa perusahaan kami bergerak di bid",,,,,
1578,Sponsor,Tekstil,-,Tali Kor Nika,"TALI KOR NIKA adalah Sebuah Perusahaan yang Memproduksi Berbagai Macam Tali Kor Kepang berbahan Benang, Poliester, Katun, PP serta Sumbu Kompor. Kami Melayani segala Berbagai Ukuran dan Jenis Warna sesuai permintaan.TALI KOR NIKA sendiri Merupakan Produsen, Penjual, Penyedia, Supplier&nbsp",,,,,
1579,Sponsor,Tekstil,-,NewFashtex,Menyediakan Semua Jenis Kain Berkualitas,,,,,
1580,Sponsor,Tekstil,-,Bombay Antik,"KAMI BERGERAK DIBIDANG PENJUALAN INTERIOR DEKORASI BERUPA GORDYN, VITRAGE, WALLPAPER, BLINDS, BAHAN SOFA, SERVIS SOFA, PEMBUATAN SOFA, KARPET, LANTAI KAYU, VINYL FLOORING,TIRAI OUTDOOR DAN BEBERAPA PRODUK INTERIOR DEKORASI LAINNYA. 

KAMI SIAP DIPANGGIL KE RUMAH/KANTOR ANDA UNTUK DESAIN INTERIOR D",,,,,
1581,Sponsor,Tekstil,-,Valent Textile,"Supplier kain sprei mulai dari katun cvc merk SG , STAR , SAGA , katun jepang , katun taiwan , sutra organik , king koil , jacquard tencel secara meteran dan grosir . Selain itu kami juga menjual sprei dan bad cover dengan harga grosir , melayani pengiriman seluruh indonesia dan tidak ada minimal",,,,,
1582,Sponsor,Tekstil,-,Anugrah Jaya Packing,"Anugrah Jaya Packing adalah perusahaan supplier produk-produk untuk kebutuhan industri kecil, menengah, dan besar, kontraktor, dan pabrik. Kami menyediakan Tirai PVC industri, Tirai Strip, Soft Pvc Clear. Selain itu, kami juga menyediakan:Gland Packing Produk:Gland Packing Chesterton, Gland Packi",,,,,
1583,Sponsor,Tekstil,-,SYAKIILA KONVEKSI BANDUNG,"SYAKIILA KONVEKSI BANDUNG, Merupakan Salah Satu Konveksi Menerima Pesanan / Order / Pembuatan, Yang Ada Di Kota Bandung. Memproduksi Pembuatan/Pesanan/Order Sebagai Media Promosi dan Media Lainnya Yang Anda butuhkan.Dengan Berbagai Model, Desain Yang Di Butuhkan, Dangan Jenis Bahan, dan Teknik",,,,,
1584,Sponsor,Tekstil,-,CAHYO UTOMO SUPPLIER ( Delivery On Time),"Tersedia : Tali Goni/Manila/Sisal/Rafia/DN/PP Monofilamen/Nilon /HDPE/Baja/Katun/Vinilon & Kawat Seling/PVC Wirerope serta aksesorisnya, & Jaring Nilon/Senar/Trawl PE & Pelampung Bundar/Tondah/Kericik/ SHE/NYE/Tabung/Spon & Paranet/Polynet/Kasa & Strapping Band & Isolasi, Karung PP, Pallet Plastik, P",,,,,
1585,Sponsor,Tekstil,-,Pegasus Hikari,"Pegasushikari.co.id | Pegasus Hikari menyediakan & jual air aki, air zuur, air radiator coolant, semir ban, silikon pengkilap, kanebo chamois di Surabaya. Cek produk & katalog kami lainnya, dapatkan Penawaran Spesial Termurah melalui Admin Pegasus Hikari. Hub 0812-3202-091",,,,,
1586,Sponsor,Tekstil,-,PT. Bintang Sriwijaya Indonesia,"General Supplier untuk keperluan industri Garment dari kebutuhan untuk proses cutting sampai dengan finishing.Mesin Jahit, Mesin cutting, Meja gosok dan lain sebagainya. Sparepart mesin jahit, Aksesoris kebutuhan pabrik Garment; kertas marker Apec, GJA dan litho semua ukuran. Dan karton duplax s",,,,,
1587,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. HIKMAH JAYA SENTOSA,PT. HIKMAH JAYA SENTOSA Adalah Salah Satu Perusahaan Penyedia Komponen Dan Perangkat Otomatisasi Dengan Principal Utama Berada Di Jepang. Perusahaan Kami Menyediakan Harga Yang Kompetitif Kepada Seluruh Pelanggan Kami. Kami Bangga Dapat Memberikan Kepuasan Kepada Para Pelanggan Kami.,,,,,
1588,Sponsor,Telekomunikasi & Perlengkapannya,-,Axia Prima Sejahtera,"PT. Axia Prima Sejahtera, adalah perusahaan yang bergerak di bidang sistem keamanan & produk berteknologi tinggi, dapat dipercaya dan berstandar kelas dunia. Tempat penyedia produk kami adalah beberapa negara besar seperti Jerman, Amerika, Kanada, Denmark, Korsel, RRC, Jepang &",,,,,
1589,Sponsor,Telekomunikasi & Perlengkapannya,-,CV. Basma Media Kreasi,"Basmamediakreasi.com | Basma Media Kreasi merupakan perusahaan yang menyediakan layanan jasa rental sewa alat-alat multimedia terlengkap di Surabaya. Cek aneka solusi layanan kami & dapatkan penawaran spesial harga terjangkau melalui Dukungan Pelanggan melalui WhatsApp, Telepon atau Email.",,,,,
1590,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. Sarana Global Telecom,"PT.Sarana Global Telecom bergerak di bidang pengandaan alat-alat telekomunikasi, Networking, jasa instalasi dan penjualan ME ( Battery, UPS, Recktifier Panel ).  Berikut ini produk yang kami tawarkan adalah: FIBER OPTIK, RACKSYSTEM, TESTING EQUIPMENT, ACCESS SOLUTION, POWER SYSTEM, Jasa Splicing FO, M",,,,,
1591,Sponsor,Telekomunikasi & Perlengkapannya,-,Bali Safety,"Bali Safety adalah tempat yang tepat untuk Anda yang membutuhkan alat keselamatan kerja, keselamatan kapal, pemadam kebakaran, keselamatan jalan raya, rambu jalan, dan perahu perahu. Kami menyediakan produk-produk berkualitas dari produsen terpercaya dengan standar keamanan yang ketat.
Kami memiliki b",,,,,
1592,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. BEN GOLAN BERKARYA,"Selamat datang di website resmi PT Ben Golan Berkarya, kami solusi lengkap untuk kebutuhan keselamatan di berbagai lingkungan kerja, termasuk proyek konstruksi, keamanan di lautan, dan keselamatan di jalan raya. Kami tidak hanya menyediakan perlengkapan keselamatan kerja yang terpercaya tetapi juga",,,,,
1593,Sponsor,Telekomunikasi & Perlengkapannya,-,CV. Surabaya Cool,"Goodwayindonesia.com | Surabaya Cool merupakan Distributor Resmi GOODWAY USA di Surabaya Indonesia Est. 2010. Temukan aneka solusi yang kami sediakan: Tube Cleaner untuk Chiller, Boiler, Heat Exchanger, Cooling Tower Cleaner, Coil Cleaner, Drain Cleaner, Ducting Cleaner, dan lain sebagainya.",,,,,
1594,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. BERKAT TERANG DUNIA JAYA ABADI,"PT. BERKAT TERANG DUNIA JAYA ABADI merupakan Distributor Tabung Pemadam Kebakaran dan juga Supplier Fire Alarm di Jakarta, menjual Fire Alarm terlengkap. Kami juga menjual Peralatan Pemadam Kebakaran dan Peralatan Pemadam Kebakaran lainnya. Kami Supplier Fire Protection terpercaya di Jakarta selalu anggota",,,,,
1595,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. INDO FILTER SEMESTA,PT. Indo Filter Semesta Stockist Importir Peralatan Filter Industri,,,,,
1596,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. Global Hefatek Indonesia,"PT. Global Hefatek Indonesia
Adalah sistem integrator untuk Infrastruktur dan Produk Jaringan. Kami telah berkecimpung di Industri TI selama lebih dari 16 tahun, mengembangkan teknologi cerdas, efisien dan efektif untuk membantu klien kami mengenai kinerja bisnis, efisiensi, dan menciptakan teknologi masa depan.
Kami membangun inovasi",,,,,
1597,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. Trikomindo Kharis Utama,"PT. Trikomindo Kharis Utama ( Trikom Kharisma) adalah perusahaan yang bergerak di bidang Teknologi Informasi / Teknologi Informasi ( IT) dan berperan sebagai System Integrator, Network Solution, Distributor, Master Dealer, Dealer, Reseller dan Authorized.",,,,,
1598,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. SURRAMA TRIDAYA MANDIRI,"PT. Surrama Tridaya Mandiri adalah perusahaan yang bergerak dalam bidang usaha importir , distributor alat-alat instrumen : flowmeter, detektor gas, katup kontrol, katup pengaman, katup pengurang tekanan, dll.",,,,,
1599,Sponsor,Telekomunikasi & Perlengkapannya,-,Anugrah Jaya Packing,"Anugrah Jaya Packing adalah perusahaan supplier produk-produk untuk kebutuhan industri kecil, menengah, dan besar, kontraktor, dan pabrik. Kami menyediakan Tirai PVC industri, Tirai Strip, Soft Pvc Clear. Selain itu, kami juga menyediakan:Gland Packing Produk:Gland Packing Chesterton, Gland Packi",,,,,
1600,Sponsor,Telekomunikasi & Perlengkapannya,-,Dwi Tunggal Abadi PABX Malang,"Kami adalah salah satu dealer resmi ( sertifikat dealer No : DS/ COA/ -3003/ I/ 13) dari IT-Comm yang merupakan distributor resmi Panasonic, Sahitel, dan Wonwoo. Adapun bidang pekerjaan kami meliputi : 1.Telepon PABX System 2.CCTV dan IP-Camm 3.Sound System/ PA 4.Security Alarm System 5.LAN/ Jaringa",,,,,
1601,Sponsor,Telekomunikasi & Perlengkapannya,-,CV. Joglotrans Indonesia,"Perusahaan penyedia jasa profesional meliputi terjemahan tersumpah, lasa legal, konsultasi perkawinan campuran dan legalisasi dokumen apostille di Kementerian dan Kedutaan asing di Jakarta. 
Telah terdaftar di Ditjen AHU Kementerian Hukum dan HAM RI serta diakui diberbagai Kedutaan Negara-nega",,,,,
1602,Sponsor,Telekomunikasi & Perlengkapannya,-,AIRLANGGA TOKO,"AIRLANGGA TOKO adalah pemasok yang bergerak di bidang pembuat panel, proyek & pasokan CME, proyek & pasokan peralatan telekomunikasi, teknik mesin, peralatan minyak & gas, serat optik, alarm kebakaran, cctv, matv, dan sebagainya.
Untuk info lebih lanjut Di  +6221 - 314 6148 , 392 5209.",,,,,
1603,Sponsor,Telekomunikasi & Perlengkapannya,-,Zero Promosi,"Perkenalkan kami Zeropromosi.com merupakan penyedia aneka souvenir seperti:
- souvenir kantor
- Souvenir Ultah
- souvenir pernikahan
Produk kami terdiri dari flashdisk, payung, tumbler, pulpen, mug/gelas, powerbank, tali id ​​card dan masih banyak lainnya
Kami sudah berpengalaman dibidang promo barang",,,,,
1604,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. Biruni Geo Pratama,"Tahun 2007 kami memulai usaha dibidang penjualan alat survey dan pemetaan seperti GPS, Total Station, Theodolite,echo sunder, water pass, Laser distance meter dan alat pendukung lainnya seperti software dan peta digital. Tahun 2008 kami mulai ekspansi dengan memasarkan teleskop dan binokuler.",,,,,
1605,Sponsor,Telekomunikasi & Perlengkapannya,-,MULTI JAYA SOLUSION,"CV. SOLUSI MULTI JAYA
Adalah perusahaan yang bergerak di bidang pengadaan alat Audio, Networking & Security System, perusahaan kami banyak menangani Project Hotel, Perkantoran, bekerja sama dengan kontraktor Berikut dukungan yang kami tawarkan: 

CCTV, PABX, SOUND SYSTEM, ALARM KEBAKARAN, JARINGAN, NU",,,,,
1606,Sponsor,Telekomunikasi & Perlengkapannya,-,VISIOTEK GLOBAL INDONESIA,"PT. Visiotek Global Indonesia adalah perusahaan yang menyediakan / mensuplai kebutuhan LIGHTNING PROTECTION (Penangkal Petir ), Grounding System, Jasa Instalasi Penangkal Petir dan Grounding System, LIGHTNING PROTECTION (Penangkal Petir )",,,,,
1607,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. KARYA VINDO ABADI,"PT KARYA VINDO ABADI adalah perusahaan yang bergerak pada bidang Perdagangan Umum, Teknik dan Kontraktor. Sebagai langkah awal dari bidang usaha yang kami geluti adalah khususnya dalam bidang Engineering pada project maupun Maintenance peralatan dan pipa yaitu Sand Blasting, Painting & Coati",,,,,
1608,Sponsor,Telekomunikasi & Perlengkapannya,-,DAGO-SHOP,"Bismillaahirrahmaanirrahiim CV Avtech Tunggal Mandiri ( ATM ) merupakan toko online khusus bergerak di bidang Elektronik / Komunikasi, yang menjual berbagai macam produk seperti : Penguat Sinyal HP GSM-CDMA-3G Indoor / Outdoor | Penghilang Sinyal HP GSM-CDMA-3G-GPS Indoor / Outdoor | Detektor Logam",,,,,
1609,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. Petirindo Jaya Abadi,PT. Petirindo Jaya Abadi Kami adalah perusahaan yang bergerak di bidang penyedia jasa pelayanan teknik & pengadaan barang dengan mencakup wilayah layanan di seluruh Indonesia khususnya Panel Mekanikal dan Elektrikal. Kami berdiri pada tahun 2015 dengan badan hukum berdasarkan Akta pendirian Perse,,,,,
1610,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. ALFAN  MECHATRONICS  INNOVATION,"PT. INOVASI ALFAN MECHATRONIS - Malang
perusahaan yang bergerak di bidang mekanikal – elektrikal - plumbing dan lanskap
menerima jasa mulai dari survey, perencanaan, perancangan, konsultan, estimator, penyusunan RAB, manufaktur, serta pelaksana instalasi",,,,,
1611,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. Clarizza Eston Indonesia,"PT Clarizza Eston Indonesia merupakan perusahaan yang bergerak dibidang Perdagangan Umum (General Supplier) dengan 2 divisi yaitu Perbaikan/Pemeliharaan mesin industri khusus electrical dan import produk part machine. 
PT Clarizza Eston Indonesia memiliki agen produk seperti ; Mitsubishi, Delta, S",,,,,
1612,Sponsor,Telekomunikasi & Perlengkapannya,-,CV. Karunia Makmur Persada,Karunia Makmur Persada Merupakan Kontraktor Pengadaan Terlengkap Sekaligus Sebagai Importir Alat Instrument di Kota Medan. Kami Melayani Pengadaan di Lembaga Pemerintahan dan Swasta Diseluruh Indonesia.,,,,,
1613,Sponsor,Telekomunikasi & Perlengkapannya,-,CV. MEDIATAMA JARINGAN NUSANTARA,"1. SISTEM MATV, MATV ANALOG, MATV DIGITAL, IPTV
2. SISTEM CATV / KABEL TV
3. CCTV ANALOG DAN IP KAMERA
4. TELPON & IP TELEPON 
5.GPON/OLT/ONU
6. PEMBANGUNAN SISTEM CERDAS
7. SISTEM MAIN TRIPLE
8. DESAIN DAN MEMBANGUN – SISTEM INTREGRASI 
10. ALARM KEBAKARAN
11. TATA SUARA
12. DATA SISTEM",,,,,
1614,Sponsor,Telekomunikasi & Perlengkapannya,-,CAHYO UTOMO SUPPLIER ( Delivery On Time),"Tersedia : Tali Goni/Manila/Sisal/Rafia/DN/PP Monofilamen/Nilon /HDPE/Baja/Katun/Vinilon & Kawat Seling/PVC Wirerope serta aksesorisnya, & Jaring Nilon/Senar/Trawl PE & Pelampung Bundar/Tondah/Kericik/ SHE/NYE/Tabung/Spon & Paranet/Polynet/Kasa & Strapping Band & Isolasi, Karung PP, Pallet Plastik, P",,,,,
1615,Sponsor,Telekomunikasi & Perlengkapannya,-,PT. DAMAI HITA RAPMORA,"PT. DAMAI HITA RAPMORA adalah sebagai stockies dan distributor untuk produk material steel bagi perindustrian & project di Indonesia.Kami spesialis dalam mensupport ( mensuply ) kebutuhan proyek – proyek industri seperti :Oil & Gas Pipelines Konstruksi,Pembangkit Listrik ( Po",,,,,
1616,Sponsor,Telekomunikasi & Perlengkapannya,-,Citra Karya Teknik,"Citra Karya Teknik merupakan perusahaan instalasi peralatan keamanan seperti CCTV, Access Control, Guard Tour System Terbaik di Jakarta Indonesia. Cek Produk dan Katalog kami sekarang. Dapatkan Penawaran Harga Terbaik dari Produk Terlengkap kami melalui Marketing Citra Karya Teknik. Pesan sekarang j",,,,,
1617,Sponsor,Transportasi,-,PT. Dora Kargo Kontena,"LAYANAN KAMI>
LOGISTIK INTERNASIONAL
PENGIRIMAN BARANG
AGEN PENGIRIMAN
ANGKUTAN
PPJK
BEA CUKAI
NAMA BAWAH 
PINTU KE PINTU 
PEDAGANG & PEMASOK
TRUK
PBM & GUDANG
ISIAN
PENGELUARAN
LASSING
PENGANGKATAN
pembajakan
DOMESTIK
INTERSULER
KARGO PROYEK
DISTRIBUSI
PERTANGGUNGAN

P",,,,,
1618,Sponsor,Transportasi,-,CV. RO KARGO NUSANTARA,EKSPEDISI SUMATERA - EKSPEDISI KARGO PELNI - KARGO MURAH DI BEKASI - JASA PINDAHAN DI BEKASI,,,,,
1619,Sponsor,Transportasi,-,PT. Inti Logistic,"AGEN CARGO IMPORT DOOR TO DOOR SERVICE DAN IMPORT DOOR TO DOOR SERVICES SPESIALIS DARI SELURUH NEGARA KE JAKARTA ATAU KOTA-KOTA LAIN DI INDONESIA.
Siap Melayani : jasa door to door, jasa import borongan usa, borongan door to door, jasa door to door china, jasa ekspedisi import borongan, jasa impo",,,,,
1620,Sponsor,Transportasi,-,PT. Mex Internasional Cargo Special Dili Timor Leste,"PT. Mex Internasional adalah perusahaan jasa ekspedisi pengiriman barang (kargo & logistik) khusus Dili - Timor Leste. Pengiriman dengan pesawat Door to Door dari Jakarta, Bandung, Semarang, Surabaya, dan Bali ke Dili, Timor Leste. Pengiriman SEA Freight FCL, LCL, Break Bulk ke Dili Timor Leste (Tibar",,,,,
1621,Sponsor,Transportasi,-,PT. Junindo Karya Logistik,"PT. Junindo merupakan Jasa Logistik terpercaya, ekspedisi laut, darat dan udara.",,,,,
1622,Sponsor,Transportasi,-,PT. Mahkota Logistik Indoraya,PT. Mahkota Logistik Indoraya merupakan perusahaan Jasa Pengurusan Transportasi ( Local Freight Forwarder) atau dikenal dengan nama lain perusahaan ekspedisi. Kami melayani pengurusan pengiriman barang ekspor impor dan antar pulau/domestik di wilayah Indonesia.,,,,,
1623,Sponsor,Transportasi,-,PT. Pressti Cargo Indonesia,"PT. Pressti Cargo Indonesia Freight Forwarder yang melayani pengiriman barang import door to door service, LCL / FCL, resmi/ Undername dan Kami mempunyai Agent di Eropa dan Asia sehingga kami bisa mengerjakan import door to door borongan dan resmi dengan harga Ex-Work, FOB, C&F Dan CIF.",,,,,
1624,Sponsor,Transportasi,-,PT. Deus Digital Transformasi Universal,"Selamat datang di PT Deus Digital Transformasi, destinasi terpercaya untuk memenuhi kebutuhan bisnis ke bisnis (B2B). Kami menyediakan beragam kebutuhan barang dengan layanan unggul, memastikan Anda memiliki akses mudah dan efisien ke produk berkualitas tinggi. Jalinlah kerjasama dengan kami, dan ma",,,,,
1625,Sponsor,Transportasi,-,PT. Kanam Jaya Manunggal,"Jasa Outsourcing / Alihdaya Tenaga Kerja :

1. Layanan Kebersihan  
2. Petugas Kantor 
3. Pengemudi Untuk Ekspatriat / Pengguna Lokal 
4. Resepsionis 
5. Kurir Perusahaan 
6. Keamanan",,,,,
1626,Sponsor,Transportasi,-,PT. Zahra Inti Retsuna,"PT. ZAHRA INTI RETSUNA adalah perusahaan yang bergerak sebagai distributor dan agen tunggal dari berbagai jenis merk valve, pipa, fitting dan instrument terkemuka di Jakarta. Perusahaan kami melayani kebutuhan tidak hanya untuk pasar di Indonesia tetapi juga untuk pasar di luar negeri.",,,,,
1627,Sponsor,Transportasi,-,PT. Kaltim Jaya Makmur,"SUDAH MELAYANI SEJAK 2005.. TERLENGKAP, TERBESAR, TERBAIK & TERPERCAYA DALAM PERDAGANGAN BARANG & JASA KONSTRUKSI KALTIMTARATENGSEL 

WAKTU PELAYANAN :
HARI : SENIN - JUM'AT 
JAM : 08:00 - 17:00 WITA

HATI - HATI PENIPUAN MENGATAS- NAMAKAN PT. KALTIM JAYA MAKMUR
KONFIRMASI 24 JAM SETIAP HARI.",,,,,
1628,Sponsor,Transportasi,-,CV. Dua Putra Petir,"CV. Dua Putra Petir merupakan supplier besi beton & bahan bangunan Terlengkap di Surabaya. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email.",,,,,
1629,Sponsor,Transportasi,-,CV. Dua Putra Petir,"Besibajasurabaya.com | CV. Dua Putra Petir merupakan supplier besi baja Terlengkap di Surabaya. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email.",,,,,
1630,Sponsor,Transportasi,-,CV. Dua Putra Petir,"Pusatbajaindonesia.com | CV. Dua Putra Petir merupakan pusat supplier besi baja Terlengkap di Indonesia. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email.",,,,,
1631,Sponsor,Transportasi,-,PT. INDO FILTER SEMESTA,PT. Indo Filter Semesta Stockist Importir Peralatan Filter Industri,,,,,
1632,Sponsor,Transportasi,-,CV. Berkah Anugerah Nathanurang,"CV. Berkah Anugerah Nathanurang adalah perusahaan yang menyediakan penyewaan Mobil Box dan Blinkvan, Grand Max Box, CDD dan CDE dengan sistem sewa bulanan maupun tahunan lepas kunci atau dengan supir (Kami juga siap melayani dengan sistem drop off (sistem dedicate).
Lokasi kami di Google Maps.",,,,,
1633,Sponsor,Transportasi,-,PT. Cahaya Lintas Semesta,"Jasa Forwarding Impor, Jasa Import Cargo Jasa Forwarder Dari China, Bangkok Thailand, Taiwan, Korea, Shanghai, Hongkong, Singapura Ke Bandung, Jakarta Dan Seluruh Indonesia. Kami Bertujuan Membantu Mengantarkan Barang Anda Dengan Penuh Tanggung Jawab Dari Negara Manapun Ke Seluruh Indonesia .",,,,,
